call_id,account_id,event_at,agent_id,campaign_id,direction,vendor_id,call_status,duration_sec,reported_timezone,timezone_unreliable_flag
CALL0077276,ACC0002093,2026-03-25 11:50:47,AGT0000629,CMP0000094,OUTBOUND,VND0000006,BUSY,293,Asia/Kolkata,true
CALL0077277,ACC0006692,2026-07-27 11:33:04,AGT0000424,CMP0000120,OUTBOUND,VND0000012,BUSY,152,Asia/Kolkata,true
CALL0077278,ACC0003174,2026-06-25 03:34:24,AGT0000659,CMP0000067,OUTBOUND,VND0000012,BUSY,486,Asia/Dubai,true
CALL0077279,ACC0023193,2026-03-06 16:14:12,AGT0000306,CMP0000090,OUTBOUND,VND0000010,NO_ANSWER,842,UTC,true
CALL0077280,ACC0015951,2026-07-12 16:55:11,AGT0000622,CMP0000054,OUTBOUND,VND0000004,ANSWERED,149,Asia/Kolkata,true
CALL0077281,ACC0008692,2026-06-22 08:25:25,AGT0000166,CMP0000040,OUTBOUND,VND0000004,VOICEMAIL,472,Asia/Dubai,true
CALL0077282,ACC0025673,2026-07-06 13:33:45,AGT0000061,CMP0000097,OUTBOUND,VND0000003,NO_ANSWER,893,Asia/Kolkata,true
CALL0077283,ACC0013066,2026-07-23 01:23:45,AGT0000866,CMP0000031,OUTBOUND,VND0000005,NO_ANSWER,37,Asia/Dubai,true
CALL0077284,ACC0023047,2026-03-20 03:15:23,AGT0000643,CMP0000088,OUTBOUND,VND0000003,FAILED,638,UTC,true
CALL0077285,ACC0003424,2026-02-16 04:02:54,AGT0000585,CMP0000100,OUTBOUND,VND0000001,VOICEMAIL,683,Asia/Kolkata,true
CALL0077286,ACC0001740,2026-05-21 16:14:32,AGT0000041,CMP0000073,OUTBOUND,VND0000014,BUSY,849,Asia/Kolkata,true
CALL0077287,ACC0016667,2026-02-04 10:47:56,AGT0000066,CMP0000054,OUTBOUND,VND0000006,VOICEMAIL,114,Asia/Dubai,true
CALL0077288,ACC0004618,2026-03-15 15:38:07,AGT0000727,CMP0000085,OUTBOUND,VND0000012,FAILED,404,Asia/Dubai,true
CALL0077289,ACC0015454,2026-04-08 00:38:27,AGT0000745,CMP0000050,OUTBOUND,VND0000002,NO_ANSWER,643,Asia/Kolkata,true
CALL0077290,ACC0009957,2026-02-20 01:40:37,AGT0000953,CMP0000002,OUTBOUND,VND0000009,ANSWERED,696,Asia/Dubai,true
CALL0077291,ACC0012569,2026-01-27 13:26:05,AGT0000211,CMP0000073,INBOUND,VND0000012,BUSY,739,Asia/Dubai,true
CALL0077292,ACC0024581,2026-03-02 00:00:30,AGT0000815,CMP0000078,OUTBOUND,VND0000007,VOICEMAIL,220,Asia/Dubai,true
CALL0077293,ACC0014463,2026-04-30 01:55:14,AGT0000532,CMP0000076,INBOUND,VND0000003,BUSY,686,Asia/Kolkata,true
CALL0077294,ACC0016368,2026-05-25 19:04:36,AGT0000899,CMP0000044,OUTBOUND,VND0000011,NO_ANSWER,88,Asia/Dubai,true
CALL0077295,ACC0027277,2026-01-05 22:20:27,AGT0000476,CMP0000007,OUTBOUND,VND0000014,VOICEMAIL,623,UTC,true
CALL0077296,ACC0025553,2026-05-22 19:45:03,AGT0000241,CMP0000109,OUTBOUND,VND0000014,BUSY,193,Asia/Kolkata,true
CALL0077297,ACC0023401,2026-05-29 10:12:25,AGT0000356,CMP0000061,OUTBOUND,VND0000006,ANSWERED,727,Asia/Kolkata,true
CALL0077298,ACC0008418,2026-04-20 14:52:45,AGT0000889,CMP0000016,OUTBOUND,VND0000014,BUSY,692,Asia/Dubai,true
CALL0077299,ACC0011881,2026-05-13 05:12:26,AGT0000283,CMP0000108,OUTBOUND,VND0000010,FAILED,89,Asia/Dubai,true
CALL0077300,ACC0018815,2026-04-08 23:56:36,AGT0000286,CMP0000069,OUTBOUND,VND0000007,VOICEMAIL,178,Asia/Dubai,true
CALL0077301,ACC0026667,2026-06-17 14:26:23,AGT0000903,CMP0000031,OUTBOUND,VND0000012,NO_ANSWER,71,Asia/Kolkata,true
CALL0077302,ACC0026468,2026-06-15 21:46:43,AGT0000535,CMP0000057,OUTBOUND,VND0000006,FAILED,352,UTC,true
CALL0077303,ACC0009828,2026-01-16 01:56:45,AGT0000372,CMP0000110,OUTBOUND,VND0000011,FAILED,422,Asia/Kolkata,true
CALL0077304,ACC0024192,2026-06-27 11:07:13,AGT0000291,CMP0000101,OUTBOUND,VND0000007,VOICEMAIL,300,UTC,true
CALL0077305,ACC0018136,2026-04-23 17:09:52,AGT0000375,CMP0000024,OUTBOUND,VND0000008,VOICEMAIL,112,UTC,true
CALL0077306,ACC0006844,2026-04-29 02:04:23,AGT0000494,CMP0000029,OUTBOUND,VND0000008,FAILED,737,UTC,true
CALL0077307,ACC0029109,2026-03-21 04:15:17,AGT0000266,CMP0000031,OUTBOUND,VND0000003,FAILED,812,Asia/Dubai,true
CALL0077308,ACC0004749,2026-06-04 03:02:38,AGT0000610,CMP0000016,OUTBOUND,VND0000005,VOICEMAIL,126,Asia/Dubai,true
CALL0077309,ACC0014260,2026-03-29 13:59:17,AGT0000802,CMP0000024,INBOUND,VND0000015,BUSY,701,Asia/Dubai,true
CALL0077310,ACC0000591,2026-03-06 21:35:24,AGT0000444,CMP0000096,OUTBOUND,VND0000015,FAILED,779,Asia/Kolkata,true
CALL0077311,ACC0016560,2026-05-18 19:47:32,AGT0000469,CMP0000089,OUTBOUND,VND0000012,FAILED,712,Asia/Kolkata,true
CALL0077312,ACC0023464,2026-04-01 23:52:31,AGT0000272,CMP0000056,OUTBOUND,VND0000005,FAILED,631,Asia/Kolkata,true
CALL0077313,ACC0029298,2026-08-02 23:11:24,AGT0000189,CMP0000006,OUTBOUND,VND0000008,FAILED,248,UTC,true
CALL0077314,ACC0001234,2026-05-17 16:00:52,AGT0000957,CMP0000077,OUTBOUND,VND0000009,FAILED,574,Asia/Dubai,true
CALL0077315,ACC0000377,2026-06-06 06:16:39,AGT0000663,CMP0000054,OUTBOUND,VND0000005,NO_ANSWER,458,Asia/Kolkata,true
CALL0077316,ACC0014008,2026-02-26 14:31:19,AGT0000740,CMP0000030,OUTBOUND,VND0000008,BUSY,193,Asia/Dubai,true
CALL0077317,ACC0016635,2026-06-14 19:46:48,AGT0000955,CMP0000040,OUTBOUND,VND0000002,ANSWERED,147,Asia/Dubai,true
CALL0077318,ACC0011995,2026-05-16 05:49:51,AGT0000874,CMP0000039,OUTBOUND,VND0000001,NO_ANSWER,388,UTC,true
CALL0077319,ACC0015113,2026-07-03 13:51:54,AGT0000961,CMP0000105,INBOUND,VND0000013,FAILED,763,UTC,true
CALL0077320,ACC0014652,2026-06-21 08:04:55,AGT0000662,CMP0000014,OUTBOUND,VND0000013,ANSWERED,313,Asia/Dubai,true
CALL0077321,ACC0021186,2026-01-03 12:30:08,AGT0000759,CMP0000091,OUTBOUND,VND0000006,BUSY,145,Asia/Dubai,true
CALL0077322,ACC0006372,2026-07-11 08:52:07,AGT0000218,CMP0000060,OUTBOUND,VND0000004,FAILED,594,UTC,true
CALL0077323,ACC0013150,2026-07-12 19:17:17,AGT0000691,CMP0000014,INBOUND,VND0000005,ANSWERED,818,Asia/Dubai,true
CALL0077324,ACC0013540,2026-02-03 02:40:56,AGT0000823,CMP0000088,OUTBOUND,VND0000012,BUSY,590,UTC,true
CALL0077325,ACC0025174,2026-04-11 03:33:57,AGT0000716,CMP0000119,OUTBOUND,VND0000004,BUSY,22,Asia/Kolkata,true
CALL0077326,ACC0007954,2026-05-22 09:48:26,AGT0000368,CMP0000064,OUTBOUND,VND0000007,BUSY,464,UTC,true
CALL0077327,ACC0015857,2026-03-02 21:34:41,AGT0000428,CMP0000084,OUTBOUND,VND0000001,BUSY,263,Asia/Kolkata,true
CALL0077328,ACC0013256,2026-06-14 18:16:22,AGT0000210,CMP0000086,OUTBOUND,VND0000006,NO_ANSWER,814,UTC,true
CALL0077329,ACC0016290,2026-02-14 21:11:59,AGT0000126,CMP0000067,OUTBOUND,VND0000011,ANSWERED,291,UTC,true
CALL0077330,ACC0001721,2026-05-14 13:17:44,AGT0000275,CMP0000075,OUTBOUND,VND0000010,ANSWERED,123,UTC,true
CALL0077331,ACC0028404,2026-03-18 16:52:30,AGT0000678,CMP0000041,OUTBOUND,VND0000008,BUSY,169,UTC,true
CALL0077332,ACC0015474,2026-07-12 20:32:21,AGT0000561,CMP0000063,OUTBOUND,VND0000012,ANSWERED,405,UTC,true
CALL0077333,ACC0023580,2026-06-25 12:50:13,AGT0000014,CMP0000085,OUTBOUND,VND0000010,ANSWERED,708,Asia/Kolkata,true
CALL0077334,ACC0007049,2026-07-05 02:43:47,AGT0000775,CMP0000057,OUTBOUND,VND0000006,FAILED,199,Asia/Dubai,true
CALL0077335,ACC0022211,2026-03-26 10:44:27,AGT0000267,CMP0000040,OUTBOUND,VND0000012,VOICEMAIL,819,Asia/Kolkata,true
CALL0077336,ACC0005117,2026-04-09 17:48:52,AGT0000267,CMP0000113,OUTBOUND,VND0000002,FAILED,638,UTC,true
CALL0077337,ACC0002417,2026-07-12 22:46:18,AGT0000015,CMP0000089,OUTBOUND,VND0000010,VOICEMAIL,840,UTC,true
CALL0077338,ACC0027455,2026-07-18 12:44:10,AGT0000088,CMP0000043,OUTBOUND,VND0000011,ANSWERED,318,Asia/Kolkata,true
CALL0077339,ACC0003877,2026-01-10 07:39:58,AGT0000817,CMP0000093,OUTBOUND,VND0000003,VOICEMAIL,509,Asia/Kolkata,true
CALL0077340,ACC0021069,2026-01-12 13:31:43,AGT0000618,CMP0000117,INBOUND,VND0000012,FAILED,764,UTC,true
CALL0077341,ACC0019975,2026-05-28 20:57:12,AGT0000243,CMP0000088,INBOUND,VND0000015,BUSY,831,Asia/Dubai,true
CALL0077342,ACC0026534,2026-07-16 16:21:21,AGT0000041,CMP0000083,OUTBOUND,VND0000015,VOICEMAIL,709,Asia/Kolkata,true
CALL0077343,ACC0000748,2026-01-31 09:33:36,AGT0000934,CMP0000034,OUTBOUND,VND0000007,VOICEMAIL,75,Asia/Dubai,true
CALL0077344,ACC0008553,2026-03-31 16:02:47,AGT0000481,CMP0000095,OUTBOUND,VND0000012,ANSWERED,673,Asia/Dubai,true
CALL0077345,ACC0011189,2026-02-21 02:36:55,AGT0000001,CMP0000029,OUTBOUND,VND0000009,FAILED,455,Asia/Dubai,true
CALL0077346,ACC0018930,2026-06-05 02:58:56,AGT0000526,CMP0000085,OUTBOUND,VND0000003,FAILED,752,Asia/Dubai,true
CALL0077347,ACC0000660,2026-05-30 20:22:40,AGT0000822,CMP0000097,OUTBOUND,VND0000004,BUSY,457,Asia/Kolkata,true
CALL0077348,ACC0006184,2026-06-17 00:39:52,AGT0000643,CMP0000048,OUTBOUND,VND0000008,VOICEMAIL,537,Asia/Kolkata,true
CALL0077349,ACC0021037,2026-06-11 20:57:20,AGT0000182,CMP0000022,OUTBOUND,VND0000015,BUSY,464,Asia/Kolkata,true
CALL0077350,ACC0000607,2026-04-25 07:11:20,AGT0000076,CMP0000052,OUTBOUND,VND0000014,BUSY,898,UTC,true
CALL0077351,ACC0006689,2026-04-18 02:20:44,AGT0000300,CMP0000080,INBOUND,VND0000013,FAILED,569,UTC,true
CALL0077352,ACC0023764,2026-08-03 02:34:31,AGT0000363,CMP0000111,OUTBOUND,VND0000004,BUSY,469,Asia/Dubai,true
CALL0077353,ACC0027890,2026-07-04 10:26:57,AGT0000734,CMP0000072,OUTBOUND,VND0000004,BUSY,690,Asia/Kolkata,true
CALL0077354,ACC0027440,2026-06-11 00:45:08,AGT0000050,CMP0000118,OUTBOUND,VND0000008,FAILED,269,Asia/Dubai,true
CALL0077355,ACC0000636,2026-08-08 14:06:51,AGT0000473,CMP0000120,OUTBOUND,VND0000006,BUSY,778,UTC,true
CALL0077356,ACC0003810,2026-01-04 08:07:24,AGT0000029,CMP0000017,OUTBOUND,VND0000011,VOICEMAIL,200,Asia/Dubai,true
CALL0077357,ACC0007595,2026-04-29 22:50:15,AGT0000658,CMP0000107,OUTBOUND,VND0000005,NO_ANSWER,71,Asia/Kolkata,true
CALL0077358,ACC0012676,2026-01-14 06:04:00,AGT0000252,CMP0000094,OUTBOUND,VND0000006,FAILED,192,Asia/Kolkata,true
CALL0077359,ACC0026023,2026-05-09 06:56:18,AGT0000141,CMP0000099,OUTBOUND,VND0000005,BUSY,448,Asia/Dubai,true
CALL0077360,ACC0010625,2026-06-27 11:43:39,AGT0000048,CMP0000061,OUTBOUND,VND0000012,NO_ANSWER,132,UTC,true
CALL0077361,ACC0023813,2026-04-29 07:32:39,,CMP0000084,OUTBOUND,VND0000001,VOICEMAIL,458,Asia/Dubai,true
CALL0077362,ACC0028271,2026-04-30 14:43:05,AGT0000842,CMP0000082,OUTBOUND,VND0000007,BUSY,708,Asia/Kolkata,true
CALL0077363,ACC0019867,2026-06-30 05:18:48,AGT0000771,CMP0000056,INBOUND,VND0000010,FAILED,836,Asia/Kolkata,true
CALL0077364,ACC0001463,2026-04-05 23:05:30,AGT0000478,CMP0000107,OUTBOUND,VND0000003,FAILED,220,Asia/Dubai,true
CALL0077365,ACC0010994,2026-04-03 00:22:39,AGT0000831,CMP0000113,OUTBOUND,VND0000008,BUSY,401,Asia/Dubai,true
CALL0077366,ACC0024480,2026-01-08 10:34:50,AGT0000389,CMP0000120,OUTBOUND,VND0000001,ANSWERED,593,UTC,true
CALL0077367,ACC0000291,2026-08-08 12:12:45,AGT0000112,CMP0000058,OUTBOUND,VND0000012,ANSWERED,775,Asia/Kolkata,true
CALL0077368,ACC0011747,2026-03-21 18:02:59,AGT0000974,CMP0000027,OUTBOUND,VND0000010,VOICEMAIL,295,Asia/Kolkata,true
CALL0077369,ACC0006911,2026-04-19 21:06:26,AGT0000874,CMP0000054,OUTBOUND,VND0000008,FAILED,408,Asia/Kolkata,true
CALL0077370,ACC0005366,2026-05-07 09:50:09,AGT0000643,CMP0000119,OUTBOUND,VND0000015,BUSY,514,Asia/Dubai,true
CALL0077371,ACC0027629,2026-03-20 01:14:17,AGT0000206,CMP0000090,OUTBOUND,VND0000012,NO_ANSWER,811,UTC,true
CALL0077372,ACC0004536,2026-07-18 05:45:04,AGT0000707,CMP0000050,OUTBOUND,VND0000002,BUSY,234,Asia/Dubai,true
CALL0077373,ACC0016913,2026-05-26 11:51:00,AGT0000892,CMP0000058,OUTBOUND,VND0000015,NO_ANSWER,233,Asia/Kolkata,true
CALL0077374,ACC0024165,2026-07-26 05:10:20,AGT0000239,CMP0000092,OUTBOUND,VND0000007,VOICEMAIL,11,Asia/Dubai,true
CALL0077375,ACC0017209,2026-04-22 12:32:34,AGT0000194,CMP0000023,OUTBOUND,VND0000005,FAILED,244,Asia/Kolkata,true
CALL0077376,ACC0021766,2026-07-12 22:44:11,AGT0000260,CMP0000021,OUTBOUND,VND0000008,NO_ANSWER,532,UTC,true
CALL0077377,ACC0018930,2026-01-14 11:16:34,AGT0000253,CMP0000097,OUTBOUND,VND0000005,VOICEMAIL,892,UTC,true
CALL0077378,ACC0013353,2026-01-19 11:22:46,AGT0000758,CMP0000054,OUTBOUND,VND0000002,FAILED,187,Asia/Dubai,true
CALL0077379,ACC0025044,2026-06-25 15:18:39,AGT0000582,CMP0000068,OUTBOUND,VND0000009,BUSY,123,Asia/Kolkata,true
CALL0077380,ACC0026809,2026-05-01 14:50:50,AGT0000308,CMP0000009,OUTBOUND,VND0000002,ANSWERED,282,Asia/Kolkata,true
CALL0077381,ACC0009050,2026-07-06 16:56:10,AGT0000438,CMP0000033,OUTBOUND,VND0000014,ANSWERED,755,Asia/Dubai,true
CALL0077382,ACC0004903,2026-02-27 02:08:40,AGT0000384,CMP0000067,OUTBOUND,VND0000002,VOICEMAIL,279,UTC,true
CALL0077383,ACC0003247,2026-03-24 13:02:31,AGT0000365,CMP0000035,OUTBOUND,VND0000006,FAILED,17,UTC,true
CALL0077384,ACC0024150,2026-05-10 22:59:21,AGT0000485,CMP0000118,OUTBOUND,VND0000002,VOICEMAIL,631,Asia/Dubai,true
CALL0077385,ACC0007260,2026-01-01 16:35:17,AGT0000979,CMP0000015,INBOUND,VND0000006,FAILED,640,Asia/Dubai,true
CALL0077386,ACC0011113,2026-01-25 14:14:52,AGT0000162,CMP0000048,OUTBOUND,VND0000014,NO_ANSWER,677,Asia/Kolkata,true
CALL0077387,ACC0013830,2026-06-14 11:33:36,AGT0000464,CMP0000065,OUTBOUND,VND0000004,ANSWERED,502,UTC,true
CALL0077388,ACC0023071,2026-07-15 05:39:35,AGT0000840,CMP0000108,OUTBOUND,VND0000013,ANSWERED,302,Asia/Kolkata,true
CALL0077389,ACC0028306,2026-02-09 19:13:46,AGT0000522,CMP0000012,OUTBOUND,VND0000003,ANSWERED,193,UTC,true
CALL0077390,ACC0006206,2026-04-26 13:15:19,AGT0000706,CMP0000089,OUTBOUND,VND0000008,ANSWERED,586,UTC,true
CALL0077391,ACC0014433,2026-03-30 13:16:48,AGT0000570,CMP0000058,OUTBOUND,VND0000002,NO_ANSWER,893,Asia/Dubai,true
CALL0077392,ACC0013917,2026-03-24 06:39:09,AGT0000190,CMP0000040,OUTBOUND,VND0000009,VOICEMAIL,79,Asia/Kolkata,true
CALL0077393,ACC0027405,2026-07-15 01:42:16,AGT0000799,CMP0000114,OUTBOUND,VND0000007,BUSY,657,UTC,true
CALL0077394,ACC0029853,2026-06-16 19:44:23,AGT0000701,CMP0000115,OUTBOUND,VND0000007,VOICEMAIL,448,UTC,true
CALL0077395,ACC0021244,2026-05-18 15:44:10,AGT0000942,CMP0000051,INBOUND,VND0000010,VOICEMAIL,209,Asia/Dubai,true
CALL0077396,ACC0012184,2026-07-17 00:39:28,AGT0000970,CMP0000044,OUTBOUND,VND0000004,NO_ANSWER,635,UTC,true
CALL0077397,ACC0004443,2026-07-04 07:18:25,AGT0000951,CMP0000067,OUTBOUND,VND0000002,FAILED,855,Asia/Kolkata,true
CALL0077398,ACC0010961,2026-01-13 22:53:10,AGT0000017,CMP0000074,OUTBOUND,VND0000014,FAILED,349,Asia/Kolkata,true
CALL0077399,ACC0002267,2026-07-24 10:30:03,AGT0000462,CMP0000109,OUTBOUND,VND0000002,NO_ANSWER,655,UTC,true
CALL0077400,ACC0021156,2026-03-02 01:38:02,AGT0000584,CMP0000099,OUTBOUND,VND0000004,BUSY,221,Asia/Kolkata,true
CALL0077401,ACC0013364,2026-01-09 05:32:50,AGT0000151,CMP0000084,OUTBOUND,VND0000003,BUSY,503,UTC,true
CALL0077402,ACC0020309,2026-03-29 06:53:26,AGT0000395,CMP0000110,OUTBOUND,VND0000006,NO_ANSWER,897,Asia/Kolkata,true
CALL0077403,ACC0016253,2026-04-22 04:50:15,AGT0000221,CMP0000090,INBOUND,VND0000015,VOICEMAIL,710,UTC,true
CALL0077404,ACC0005657,2026-03-06 18:58:19,AGT0000520,CMP0000067,OUTBOUND,VND0000012,BUSY,128,Asia/Dubai,true
CALL0077405,ACC0029010,2026-05-25 12:55:34,AGT0000639,CMP0000101,OUTBOUND,VND0000012,BUSY,592,Asia/Dubai,true
CALL0077406,ACC0028615,2026-06-01 09:38:52,AGT0000870,CMP0000051,OUTBOUND,VND0000009,VOICEMAIL,448,UTC,true
CALL0077407,ACC0026147,2026-01-11 11:40:21,AGT0000305,CMP0000044,OUTBOUND,VND0000012,FAILED,790,Asia/Dubai,true
CALL0077408,ACC0004494,2026-01-14 20:53:28,AGT0000019,CMP0000060,OUTBOUND,VND0000001,BUSY,232,UTC,true
CALL0077409,ACC0006668,2026-01-05 00:08:44,AGT0000261,CMP0000089,OUTBOUND,VND0000008,ANSWERED,55,Asia/Kolkata,true
CALL0077410,ACC0010342,2026-05-05 05:02:42,AGT0000220,CMP0000038,OUTBOUND,VND0000003,FAILED,454,Asia/Kolkata,true
CALL0077411,ACC0025208,2026-07-01 04:49:45,AGT0000945,CMP0000023,OUTBOUND,VND0000006,BUSY,328,Asia/Dubai,true
CALL0077412,ACC0020957,2026-05-13 23:33:22,AGT0000067,CMP0000058,OUTBOUND,VND0000005,ANSWERED,660,Asia/Dubai,true
CALL0077413,ACC0006891,2026-06-25 16:00:00,AGT0000669,CMP0000022,OUTBOUND,VND0000011,VOICEMAIL,510,UTC,true
CALL0077414,ACC0007599,2026-05-23 06:25:17,AGT0000277,CMP0000091,INBOUND,VND0000010,VOICEMAIL,433,UTC,true
CALL0077415,ACC0018805,2026-06-28 18:36:57,AGT0000070,CMP0000109,OUTBOUND,VND0000007,FAILED,277,Asia/Kolkata,true
CALL0077416,ACC0023343,2026-02-13 06:48:49,AGT0000580,CMP0000086,OUTBOUND,VND0000007,BUSY,105,UTC,true
CALL0077417,ACC0023637,2026-05-07 10:19:29,AGT0000991,CMP0000114,OUTBOUND,VND0000012,FAILED,35,UTC,true
CALL0077418,ACC0028068,2026-03-25 02:01:51,AGT0000800,CMP0000114,INBOUND,VND0000013,BUSY,499,Asia/Dubai,true
CALL0077419,ACC0000572,2026-02-27 18:27:52,AGT0000112,CMP0000051,OUTBOUND,VND0000005,ANSWERED,597,Asia/Kolkata,true
CALL0077420,ACC0000770,2026-02-04 16:35:27,AGT0000148,CMP0000045,OUTBOUND,VND0000014,NO_ANSWER,193,Asia/Dubai,true
CALL0077421,ACC0013434,2026-06-20 10:57:54,AGT0000584,CMP0000020,OUTBOUND,VND0000001,FAILED,377,UTC,true
CALL0077422,ACC0001192,2026-04-13 08:00:00,AGT0000804,CMP0000096,OUTBOUND,VND0000001,ANSWERED,86,UTC,true
CALL0077423,ACC0026825,2026-02-03 04:25:04,AGT0000974,CMP0000111,INBOUND,VND0000004,BUSY,885,UTC,true
CALL0077424,ACC0028667,2026-06-18 04:01:07,AGT0000667,CMP0000021,OUTBOUND,VND0000004,BUSY,51,Asia/Kolkata,true
CALL0077425,ACC0018226,2026-04-13 12:00:24,AGT0000508,CMP0000043,OUTBOUND,VND0000014,ANSWERED,703,UTC,true
CALL0077426,ACC0014840,2026-05-26 18:03:06,AGT0000576,CMP0000038,OUTBOUND,VND0000003,ANSWERED,396,Asia/Kolkata,true
CALL0077427,ACC0008163,2026-03-01 18:42:43,AGT0000526,CMP0000059,OUTBOUND,VND0000001,BUSY,151,UTC,true
CALL0077428,ACC0007212,2026-08-02 04:48:29,AGT0000245,CMP0000102,OUTBOUND,VND0000013,VOICEMAIL,251,Asia/Dubai,true
CALL0077429,ACC0018056,2026-07-02 11:29:15,AGT0000691,CMP0000099,OUTBOUND,VND0000010,NO_ANSWER,178,Asia/Dubai,true
CALL0077430,ACC0017611,2026-03-09 22:03:01,AGT0000789,CMP0000087,OUTBOUND,VND0000005,FAILED,762,Asia/Kolkata,true
CALL0077431,ACC0004721,2026-06-20 13:28:59,AGT0000465,CMP0000017,OUTBOUND,VND0000007,ANSWERED,397,Asia/Kolkata,true
CALL0077432,ACC0014162,2026-07-09 11:49:01,AGT0000971,CMP0000090,OUTBOUND,VND0000006,ANSWERED,187,Asia/Kolkata,true
CALL0077433,ACC0017124,2026-07-18 08:20:44,AGT0000770,CMP0000112,OUTBOUND,VND0000009,ANSWERED,428,Asia/Dubai,true
CALL0077434,ACC0015696,2026-03-09 23:44:15,AGT0000751,CMP0000082,OUTBOUND,VND0000014,BUSY,329,Asia/Dubai,true
CALL0077435,ACC0012698,2026-04-13 15:25:05,AGT0000687,CMP0000087,OUTBOUND,VND0000003,BUSY,591,UTC,true
CALL0077436,ACC0014148,2026-03-19 14:50:22,AGT0000006,CMP0000045,OUTBOUND,VND0000004,VOICEMAIL,751,Asia/Dubai,true
CALL0077437,ACC0011781,2026-05-16 04:38:06,AGT0000529,CMP0000104,OUTBOUND,VND0000006,BUSY,492,Asia/Kolkata,true
CALL0077438,ACC0012567,2026-03-17 14:41:04,AGT0000228,CMP0000020,OUTBOUND,VND0000001,ANSWERED,882,UTC,true
CALL0077439,ACC0000057,2026-06-24 02:13:03,AGT0000444,CMP0000066,OUTBOUND,VND0000010,NO_ANSWER,466,Asia/Kolkata,true
CALL0077440,ACC0004983,2026-02-17 09:34:32,AGT0000880,CMP0000046,OUTBOUND,VND0000013,ANSWERED,507,UTC,true
CALL0077441,ACC0027616,2026-05-08 08:45:27,AGT0000967,CMP0000082,INBOUND,VND0000013,BUSY,71,UTC,true
CALL0077442,ACC0007185,2026-07-13 12:01:43,AGT0000312,CMP0000108,OUTBOUND,VND0000005,BUSY,670,Asia/Dubai,true
CALL0077443,ACC0026663,2026-05-31 13:36:49,AGT0000291,CMP0000111,OUTBOUND,VND0000013,ANSWERED,784,Asia/Dubai,true
CALL0077444,ACC0009781,2026-02-24 10:36:44,AGT0000414,CMP0000077,OUTBOUND,VND0000007,FAILED,869,Asia/Dubai,true
CALL0077445,ACC0000463,2026-04-23 04:26:18,AGT0000223,CMP0000076,OUTBOUND,VND0000002,BUSY,705,UTC,true
CALL0077446,ACC0018030,2026-01-19 13:12:09,AGT0000789,CMP0000016,OUTBOUND,VND0000002,FAILED,798,UTC,true
CALL0077447,ACC0006485,2026-01-28 07:52:07,AGT0000247,CMP0000056,OUTBOUND,VND0000004,ANSWERED,532,Asia/Dubai,true
CALL0077448,ACC0024373,2026-07-12 02:06:22,AGT0000059,CMP0000023,OUTBOUND,VND0000015,VOICEMAIL,391,Asia/Dubai,true
CALL0077449,ACC0009541,2026-08-04 15:22:47,AGT0000468,CMP0000037,OUTBOUND,VND0000008,NO_ANSWER,563,UTC,true
CALL0077450,ACC0010705,2026-07-30 03:50:03,AGT0000583,CMP0000035,OUTBOUND,VND0000007,FAILED,636,Asia/Dubai,true
CALL0077451,ACC0007807,2026-03-26 06:20:01,AGT0000257,CMP0000012,OUTBOUND,VND0000012,FAILED,106,Asia/Kolkata,true
CALL0077452,ACC0013183,2026-07-08 18:49:26,AGT0000393,CMP0000054,INBOUND,VND0000006,NO_ANSWER,796,UTC,true
CALL0077453,ACC0025321,2026-06-28 05:04:07,AGT0000806,CMP0000053,OUTBOUND,VND0000002,VOICEMAIL,768,Asia/Dubai,true
CALL0077454,ACC0013458,2026-01-06 23:01:11,AGT0000831,CMP0000045,OUTBOUND,VND0000001,FAILED,522,Asia/Kolkata,true
CALL0077455,ACC0024972,2026-07-19 01:59:54,AGT0000548,CMP0000104,INBOUND,VND0000001,BUSY,535,Asia/Dubai,true
CALL0077456,ACC0029592,2026-06-19 20:02:56,AGT0000277,CMP0000033,OUTBOUND,VND0000014,NO_ANSWER,515,UTC,true
CALL0077457,ACC0007744,2026-07-10 06:19:48,AGT0000622,CMP0000091,OUTBOUND,VND0000008,FAILED,449,Asia/Dubai,true
CALL0077458,ACC0011568,2026-02-24 21:46:31,AGT0000598,CMP0000110,INBOUND,VND0000008,ANSWERED,148,UTC,true
CALL0077459,ACC0028723,2026-04-02 06:20:10,AGT0000330,CMP0000099,OUTBOUND,VND0000014,ANSWERED,240,UTC,true
CALL0077460,ACC0000878,2026-07-09 03:21:02,AGT0000751,CMP0000094,OUTBOUND,VND0000006,ANSWERED,578,Asia/Dubai,true
CALL0077461,ACC0004424,2026-01-27 13:09:22,,CMP0000112,OUTBOUND,VND0000010,VOICEMAIL,144,UTC,true
CALL0077462,ACC0027465,2026-05-27 08:49:56,AGT0000412,CMP0000107,OUTBOUND,VND0000002,ANSWERED,639,Asia/Kolkata,true
CALL0077463,ACC0006050,2026-03-16 15:10:43,AGT0000123,CMP0000106,OUTBOUND,VND0000003,FAILED,588,Asia/Dubai,true
CALL0077464,ACC0024254,2026-03-12 22:32:14,AGT0000920,CMP0000022,OUTBOUND,VND0000011,BUSY,584,UTC,true
CALL0077465,ACC0026042,2026-05-26 18:36:24,AGT0000211,CMP0000045,OUTBOUND,VND0000011,ANSWERED,303,Asia/Kolkata,true
